rep_id,rep_name,territory_id,hcp_id,activity_type,activity_date,duration_minutes,samples_left,outcome
REP-006,Sunita Reddy,TER-02,HCP-0051,Visit,2024-01-16,57,12,Follow-up Required
REP-034,Varsha Roy,TER-14,HCP-0357,Sample Drop,2024-01-16,28,3,Follow-up Required
REP-043,Arjun Subramaniam,TER-17,HCP-0427,Phone Call,2024-01-16,42,0,Follow-up Required
REP-005,Vikram Singh,TER-02,HCP-0056,Conference,2024-01-16,27,0,No Show
REP-020,Sneha Deshmukh,TER-08,HCP-0216,Virtual Meeting,2024-01-16,34,0,Positive
REP-021,Rahul Shetty,TER-08,HCP-0211,Sample Drop,2024-01-16,37,9,Positive
REP-038,Smita Jain,TER-16,HCP-0406,Phone Call,2024-01-16,52,0,Neutral
REP-012,Pooja Iyer,TER-04,HCP-0129,Sample Drop,2024-01-16,47,11,Follow-up Required
REP-002,Priya Patel,TER-01,HCP-0033,Sample Drop,2024-01-16,29,1,Follow-up Required
REP-040,Bhavna Thakur,TER-16,HCP-0413,Sample Drop,2024-01-16,23,1,Positive
REP-006,Sunita Reddy,TER-02,HCP-0067,Visit,2024-01-16,46,1,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0397,Visit,2024-01-16,65,1,Declined Meeting
REP-045,Mohan Narayan,TER-18,HCP-0457,Virtual Meeting,2024-01-16,19,0,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0364,Sample Drop,2024-01-16,42,5,Positive
REP-016,Swati Chauhan,TER-06,HCP-0159,Virtual Meeting,2024-01-16,48,0,Neutral
REP-021,Rahul Shetty,TER-08,HCP-0199,Conference,2024-01-16,43,0,Neutral
REP-003,Amit Kumar,TER-01,HCP-0030,Conference,2024-01-16,39,0,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0424,Sample Drop,2024-01-16,19,10,Follow-up Required
REP-021,Rahul Shetty,TER-08,HCP-0201,Conference,2024-01-16,46,0,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0167,Visit,2024-01-16,64,6,Positive
REP-041,Sameer Rajan,TER-17,HCP-0422,Phone Call,2024-01-16,54,0,Positive
REP-014,Meera Das,TER-05,HCP-0151,Phone Call,2024-01-16,34,0,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0309,Phone Call,2024-01-16,24,0,Follow-up Required
REP-044,Heena Venkatesh,TER-18,HCP-0441,Sample Drop,2024-01-17,54,8,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0165,Visit,2024-01-17,52,2,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0214,Phone Call,2024-01-17,60,0,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0415,Visit,2024-01-17,52,1,Neutral
REP-028,Pallavi Kapoor,TER-11,HCP-0274,Phone Call,2024-01-17,20,0,Positive
REP-034,Varsha Roy,TER-14,HCP-0343,Phone Call,2024-01-17,32,0,Follow-up Required
REP-022,Shreya Menon,TER-09,HCP-0239,Phone Call,2024-01-17,18,0,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0455,Visit,2024-01-17,40,14,No Show
REP-050,Lakshmi Pillai,TER-20,HCP-0496,Phone Call,2024-01-17,32,0,Positive
REP-048,Kalpana Khanna,TER-20,HCP-0498,Conference,2024-01-17,42,0,Neutral
REP-007,Sanjay Verma,TER-03,HCP-0077,Sample Drop,2024-01-17,22,0,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0159,Visit,2024-01-17,26,5,Follow-up Required
REP-039,Pradeep Shah,TER-16,HCP-0404,Visit,2024-01-17,69,11,Positive
REP-025,Gaurav Pandey,TER-10,HCP-0243,Phone Call,2024-01-17,24,0,Neutral
REP-032,Aparna Chatterjee,TER-13,HCP-0340,Phone Call,2024-01-17,39,0,Neutral
REP-048,Kalpana Khanna,TER-20,HCP-0499,Virtual Meeting,2024-01-17,20,0,Neutral
REP-040,Bhavna Thakur,TER-16,HCP-0410,Conference,2024-01-17,43,0,Positive
REP-003,Amit Kumar,TER-01,HCP-0034,Virtual Meeting,2024-01-17,36,0,Positive
REP-008,Kavita Nair,TER-03,HCP-0079,Conference,2024-01-17,35,0,Positive
REP-014,Meera Das,TER-05,HCP-0137,Phone Call,2024-01-17,18,0,No Show
REP-006,Sunita Reddy,TER-02,HCP-0060,Visit,2024-01-17,49,1,Positive
REP-011,Arun Rao,TER-04,HCP-0103,Phone Call,2024-01-17,54,0,Neutral
REP-026,Shruti Saxena,TER-10,HCP-0250,Visit,2024-01-18,20,1,Declined Meeting
REP-012,Pooja Iyer,TER-04,HCP-0128,Visit,2024-01-18,19,10,Positive
REP-003,Amit Kumar,TER-01,HCP-0036,Visit,2024-01-18,43,15,Positive
REP-036,Tanvi Patil,TER-15,HCP-0369,Conference,2024-01-18,31,0,Positive
REP-013,Rohit Banerjee,TER-05,HCP-0145,Phone Call,2024-01-18,21,0,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0496,Visit,2024-01-18,48,12,Positive
REP-045,Mohan Narayan,TER-18,HCP-0456,Visit,2024-01-18,51,3,Positive
REP-003,Amit Kumar,TER-01,HCP-0032,Visit,2024-01-18,47,11,Positive
REP-036,Tanvi Patil,TER-15,HCP-0388,Visit,2024-01-18,46,4,Neutral
REP-027,Kiran Malhotra,TER-11,HCP-0283,Virtual Meeting,2024-01-18,36,0,No Show
REP-037,Naveen Deshpande,TER-15,HCP-0388,Visit,2024-01-18,46,10,Positive
REP-006,Sunita Reddy,TER-02,HCP-0042,Sample Drop,2024-01-18,42,0,Positive
REP-045,Mohan Narayan,TER-18,HCP-0438,Visit,2024-01-18,38,7,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0486,Virtual Meeting,2024-01-18,74,0,Positive
REP-024,Komal Dubey,TER-09,HCP-0221,Virtual Meeting,2024-01-18,26,0,Neutral
REP-047,Gopal Srivastava,TER-19,HCP-0459,Conference,2024-01-18,28,0,Follow-up Required
REP-041,Sameer Rajan,TER-17,HCP-0425,Virtual Meeting,2024-01-18,58,0,Positive
REP-036,Tanvi Patil,TER-15,HCP-0371,Virtual Meeting,2024-01-18,57,0,Neutral
REP-035,Ravi Ghosh,TER-14,HCP-0343,Virtual Meeting,2024-01-18,18,0,Positive
REP-045,Mohan Narayan,TER-18,HCP-0454,Visit,2024-01-18,49,4,Follow-up Required
REP-015,Nikhil Mishra,TER-06,HCP-0161,Virtual Meeting,2024-01-18,58,0,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0169,Sample Drop,2024-01-18,25,5,Follow-up Required
REP-031,Harsh Mukherjee,TER-13,HCP-0337,Conference,2024-01-18,26,0,Declined Meeting
REP-050,Lakshmi Pillai,TER-20,HCP-0487,Phone Call,2024-01-18,66,0,Follow-up Required
REP-035,Ravi Ghosh,TER-14,HCP-0343,Virtual Meeting,2024-01-18,54,0,Positive
REP-030,Rashmi Bose,TER-12,HCP-0314,Visit,2024-01-18,38,12,No Show
REP-030,Rashmi Bose,TER-12,HCP-0303,Virtual Meeting,2024-01-18,51,0,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0493,Sample Drop,2024-01-19,72,13,Positive
REP-037,Naveen Deshpande,TER-15,HCP-0388,Visit,2024-01-19,51,6,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0165,Sample Drop,2024-01-19,43,9,Follow-up Required
REP-042,Chitra Krishnan,TER-17,HCP-0425,Sample Drop,2024-01-19,49,10,Positive
REP-045,Mohan Narayan,TER-18,HCP-0443,Visit,2024-01-19,58,11,Neutral
REP-025,Gaurav Pandey,TER-10,HCP-0266,Visit,2024-01-19,47,7,Declined Meeting
REP-023,Pranav Tiwari,TER-09,HCP-0241,Phone Call,2024-01-19,55,0,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0159,Visit,2024-01-19,62,15,Positive
REP-045,Mohan Narayan,TER-18,HCP-0454,Visit,2024-01-19,54,11,Positive
REP-046,Isha Prasad,TER-19,HCP-0479,Phone Call,2024-01-19,16,0,Neutral
REP-036,Tanvi Patil,TER-15,HCP-0388,Visit,2024-01-19,27,5,Follow-up Required
REP-038,Smita Jain,TER-16,HCP-0410,Sample Drop,2024-01-19,50,14,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0433,Phone Call,2024-01-19,20,0,Declined Meeting
REP-028,Pallavi Kapoor,TER-11,HCP-0288,Phone Call,2024-01-19,27,0,No Show
REP-045,Mohan Narayan,TER-18,HCP-0449,Phone Call,2024-01-19,26,0,No Show
REP-038,Smita Jain,TER-16,HCP-0408,Visit,2024-01-19,38,6,Positive
REP-010,Anjali Mehta,TER-04,HCP-0111,Sample Drop,2024-01-19,54,6,No Show
REP-047,Gopal Srivastava,TER-19,HCP-0475,Phone Call,2024-01-19,54,0,Declined Meeting
REP-011,Arun Rao,TER-04,HCP-0120,Visit,2024-01-20,18,4,No Show
REP-014,Meera Das,TER-05,HCP-0131,Phone Call,2024-01-20,16,0,Declined Meeting
REP-042,Chitra Krishnan,TER-17,HCP-0426,Conference,2024-01-20,56,0,Follow-up Required
REP-046,Isha Prasad,TER-19,HCP-0472,Visit,2024-01-20,26,5,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0364,Phone Call,2024-01-20,54,0,Neutral
REP-006,Sunita Reddy,TER-02,HCP-0056,Phone Call,2024-01-20,69,0,Follow-up Required
REP-042,Chitra Krishnan,TER-17,HCP-0420,Phone Call,2024-01-20,35,0,Positive
REP-024,Komal Dubey,TER-09,HCP-0228,Virtual Meeting,2024-01-20,48,0,Positive
REP-002,Priya Patel,TER-01,HCP-0024,Sample Drop,2024-01-20,36,8,Positive
REP-016,Swati Chauhan,TER-06,HCP-0159,Phone Call,2024-01-20,32,0,Positive
REP-039,Pradeep Shah,TER-16,HCP-0413,Visit,2024-01-20,32,4,Follow-up Required
REP-028,Pallavi Kapoor,TER-11,HCP-0288,Phone Call,2024-01-20,34,0,Follow-up Required
REP-037,Naveen Deshpande,TER-15,HCP-0393,Visit,2024-01-20,49,12,Neutral
REP-005,Vikram Singh,TER-02,HCP-0066,Visit,2024-01-20,27,2,Neutral
REP-002,Priya Patel,TER-01,HCP-0033,Phone Call,2024-01-20,32,0,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0404,Visit,2024-01-20,38,8,No Show
REP-038,Smita Jain,TER-16,HCP-0412,Visit,2024-01-20,34,10,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0447,Visit,2024-01-20,36,10,Neutral
REP-003,Amit Kumar,TER-01,HCP-0023,Virtual Meeting,2024-01-22,25,0,Positive
REP-038,Smita Jain,TER-16,HCP-0415,Visit,2024-01-22,69,11,Follow-up Required
REP-002,Priya Patel,TER-01,HCP-0023,Visit,2024-01-22,46,10,Declined Meeting
REP-011,Arun Rao,TER-04,HCP-0120,Visit,2024-01-22,35,2,Follow-up Required
REP-024,Komal Dubey,TER-09,HCP-0221,Visit,2024-01-22,37,3,Follow-up Required
REP-039,Pradeep Shah,TER-16,HCP-0397,Sample Drop,2024-01-22,50,8,Positive
REP-021,Rahul Shetty,TER-08,HCP-0216,Visit,2024-01-22,64,3,Neutral
REP-004,Neha Gupta,TER-02,HCP-0066,Visit,2024-01-22,44,3,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0209,Sample Drop,2024-01-22,53,8,Positive
REP-030,Rashmi Bose,TER-12,HCP-0311,Phone Call,2024-01-22,28,0,Neutral
REP-004,Neha Gupta,TER-02,HCP-0065,Phone Call,2024-01-22,67,0,Positive
REP-003,Amit Kumar,TER-01,HCP-0017,Virtual Meeting,2024-01-22,54,0,Declined Meeting
REP-007,Sanjay Verma,TER-03,HCP-0079,Sample Drop,2024-01-22,57,2,Positive
REP-004,Neha Gupta,TER-02,HCP-0039,Phone Call,2024-01-22,71,0,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0499,Virtual Meeting,2024-01-22,61,0,Neutral
REP-002,Priya Patel,TER-01,HCP-0022,Phone Call,2024-01-22,16,0,Positive
REP-043,Arjun Subramaniam,TER-17,HCP-0427,Visit,2024-01-22,25,1,Declined Meeting
REP-025,Gaurav Pandey,TER-10,HCP-0267,Virtual Meeting,2024-01-22,49,0,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0164,Visit,2024-01-22,33,7,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0482,Visit,2024-01-22,70,4,Neutral
REP-039,Pradeep Shah,TER-16,HCP-0411,Phone Call,2024-01-22,59,0,Positive
REP-011,Arun Rao,TER-04,HCP-0113,Visit,2024-01-23,42,1,Positive
REP-039,Pradeep Shah,TER-16,HCP-0406,Sample Drop,2024-01-23,40,10,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0353,Phone Call,2024-01-23,23,0,Positive
REP-033,Ajay Sen,TER-14,HCP-0348,Phone Call,2024-01-23,21,0,No Show
REP-039,Pradeep Shah,TER-16,HCP-0396,Visit,2024-01-23,59,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0499,Phone Call,2024-01-23,41,0,Positive
REP-038,Smita Jain,TER-16,HCP-0411,Conference,2024-01-23,64,0,Positive
REP-038,Smita Jain,TER-16,HCP-0398,Visit,2024-01-23,70,15,Positive
REP-037,Naveen Deshpande,TER-15,HCP-0375,Visit,2024-01-23,60,2,Positive
REP-011,Arun Rao,TER-04,HCP-0118,Sample Drop,2024-01-23,15,0,Positive
REP-047,Gopal Srivastava,TER-19,HCP-0471,Virtual Meeting,2024-01-23,58,0,Follow-up Required
REP-047,Gopal Srivastava,TER-19,HCP-0460,Virtual Meeting,2024-01-23,44,0,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0210,Virtual Meeting,2024-01-23,49,0,Positive
REP-013,Rohit Banerjee,TER-05,HCP-0145,Visit,2024-01-23,21,0,Follow-up Required
REP-045,Mohan Narayan,TER-18,HCP-0440,Sample Drop,2024-01-23,58,0,No Show
REP-050,Lakshmi Pillai,TER-20,HCP-0499,Virtual Meeting,2024-01-23,61,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0487,Visit,2024-01-23,51,2,Positive
REP-045,Mohan Narayan,TER-18,HCP-0457,Phone Call,2024-01-23,57,0,Declined Meeting
REP-012,Pooja Iyer,TER-04,HCP-0114,Virtual Meeting,2024-01-23,47,0,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0480,Phone Call,2024-01-23,75,0,No Show
REP-002,Priya Patel,TER-01,HCP-0035,Sample Drop,2024-01-23,15,12,Positive
REP-030,Rashmi Bose,TER-12,HCP-0302,Virtual Meeting,2024-01-23,48,0,Positive
REP-039,Pradeep Shah,TER-16,HCP-0401,Sample Drop,2024-01-23,28,15,Positive
REP-037,Naveen Deshpande,TER-15,HCP-0372,Phone Call,2024-01-23,58,0,Positive
REP-008,Kavita Nair,TER-03,HCP-0086,Phone Call,2024-01-23,19,0,Neutral
REP-040,Bhavna Thakur,TER-16,HCP-0407,Visit,2024-01-23,32,3,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0488,Virtual Meeting,2024-01-24,59,0,Neutral
REP-048,Kalpana Khanna,TER-20,HCP-0497,Virtual Meeting,2024-01-24,43,0,Neutral
REP-016,Swati Chauhan,TER-06,HCP-0164,Virtual Meeting,2024-01-24,31,0,Positive
REP-030,Rashmi Bose,TER-12,HCP-0296,Visit,2024-01-24,20,8,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0490,Visit,2024-01-24,52,0,Positive
REP-037,Naveen Deshpande,TER-15,HCP-0390,Visit,2024-01-24,18,4,Positive
REP-002,Priya Patel,TER-01,HCP-0001,Visit,2024-01-24,58,0,Neutral
REP-037,Naveen Deshpande,TER-15,HCP-0373,Phone Call,2024-01-24,17,0,No Show
REP-020,Sneha Deshmukh,TER-08,HCP-0209,Phone Call,2024-01-24,49,0,Positive
REP-009,Deepak Joshi,TER-03,HCP-0080,Sample Drop,2024-01-24,39,4,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0486,Visit,2024-01-24,72,10,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0497,Phone Call,2024-01-24,43,0,Neutral
REP-038,Smita Jain,TER-16,HCP-0408,Visit,2024-01-24,63,9,Neutral
REP-006,Sunita Reddy,TER-02,HCP-0045,Phone Call,2024-01-24,34,0,Positive
REP-032,Aparna Chatterjee,TER-13,HCP-0342,Virtual Meeting,2024-01-24,32,0,Positive
REP-036,Tanvi Patil,TER-15,HCP-0384,Phone Call,2024-01-24,20,0,Neutral
REP-043,Arjun Subramaniam,TER-17,HCP-0422,Phone Call,2024-01-24,48,0,Neutral
REP-050,Lakshmi Pillai,TER-20,HCP-0482,Sample Drop,2024-01-24,71,13,Neutral
REP-045,Mohan Narayan,TER-18,HCP-0457,Sample Drop,2024-01-24,34,11,Follow-up Required
REP-049,Tarun Agarwal,TER-20,HCP-0489,Visit,2024-01-24,54,3,Positive
REP-034,Varsha Roy,TER-14,HCP-0366,Virtual Meeting,2024-01-25,34,0,Neutral
REP-026,Shruti Saxena,TER-10,HCP-0250,Visit,2024-01-25,52,12,Neutral
REP-024,Komal Dubey,TER-09,HCP-0241,Virtual Meeting,2024-01-25,48,0,Positive
REP-005,Vikram Singh,TER-02,HCP-0044,Phone Call,2024-01-25,38,0,Positive
REP-002,Priya Patel,TER-01,HCP-0016,Visit,2024-01-25,53,12,Neutral
REP-027,Kiran Malhotra,TER-11,HCP-0284,Phone Call,2024-01-25,42,0,Follow-up Required
REP-010,Anjali Mehta,TER-04,HCP-0122,Phone Call,2024-01-25,28,0,Positive
REP-019,Vivek Kulkarni,TER-07,HCP-0188,Virtual Meeting,2024-01-25,42,0,Positive
REP-007,Sanjay Verma,TER-03,HCP-0072,Conference,2024-01-25,21,0,Neutral
REP-007,Sanjay Verma,TER-03,HCP-0079,Virtual Meeting,2024-01-25,60,0,Declined Meeting
REP-046,Isha Prasad,TER-19,HCP-0458,Phone Call,2024-01-25,27,0,Positive
REP-006,Sunita Reddy,TER-02,HCP-0055,Visit,2024-01-25,65,13,Neutral
REP-006,Sunita Reddy,TER-02,HCP-0045,Sample Drop,2024-01-25,25,1,Neutral
REP-032,Aparna Chatterjee,TER-13,HCP-0321,Conference,2024-01-25,46,0,Positive
REP-040,Bhavna Thakur,TER-16,HCP-0412,Sample Drop,2024-01-25,46,4,No Show
REP-010,Anjali Mehta,TER-04,HCP-0104,Phone Call,2024-01-25,39,0,Follow-up Required
REP-023,Pranav Tiwari,TER-09,HCP-0223,Phone Call,2024-01-25,45,0,Follow-up Required
REP-039,Pradeep Shah,TER-16,HCP-0415,Virtual Meeting,2024-01-25,44,0,Positive
REP-016,Swati Chauhan,TER-06,HCP-0170,Phone Call,2024-01-25,14,0,Follow-up Required
REP-010,Anjali Mehta,TER-04,HCP-0112,Phone Call,2024-01-25,56,0,No Show
REP-027,Kiran Malhotra,TER-11,HCP-0294,Visit,2024-01-25,58,4,Positive
REP-043,Arjun Subramaniam,TER-17,HCP-0432,Visit,2024-01-26,27,6,No Show
REP-011,Arun Rao,TER-04,HCP-0103,Visit,2024-01-26,46,8,Positive
REP-036,Tanvi Patil,TER-15,HCP-0369,Sample Drop,2024-01-26,57,7,Follow-up Required
REP-036,Tanvi Patil,TER-15,HCP-0368,Phone Call,2024-01-26,21,0,Neutral
REP-016,Swati Chauhan,TER-06,HCP-0170,Conference,2024-01-26,45,0,Positive
REP-048,Kalpana Khanna,TER-20,HCP-0499,Sample Drop,2024-01-26,34,9,Positive
REP-024,Komal Dubey,TER-09,HCP-0239,Visit,2024-01-26,17,10,No Show
REP-031,Harsh Mukherjee,TER-13,HCP-0340,Virtual Meeting,2024-01-26,24,0,No Show
REP-021,Rahul Shetty,TER-08,HCP-0217,Sample Drop,2024-01-26,63,8,No Show
REP-031,Harsh Mukherjee,TER-13,HCP-0340,Phone Call,2024-01-26,38,0,Positive
REP-024,Komal Dubey,TER-09,HCP-0235,Virtual Meeting,2024-01-26,53,0,Neutral
REP-015,Nikhil Mishra,TER-06,HCP-0169,Visit,2024-01-26,69,15,Follow-up Required
REP-007,Sanjay Verma,TER-03,HCP-0088,Visit,2024-01-26,52,4,Positive
REP-006,Sunita Reddy,TER-02,HCP-0056,Visit,2024-01-26,48,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0496,Visit,2024-01-26,72,12,Follow-up Required
REP-036,Tanvi Patil,TER-15,HCP-0373,Visit,2024-01-27,17,12,Follow-up Required
REP-016,Swati Chauhan,TER-06,HCP-0159,Virtual Meeting,2024-01-27,17,0,No Show
REP-046,Isha Prasad,TER-19,HCP-0475,Visit,2024-01-27,52,0,Declined Meeting
REP-002,Priya Patel,TER-01,HCP-0019,Sample Drop,2024-01-27,35,12,Positive
REP-038,Smita Jain,TER-16,HCP-0407,Phone Call,2024-01-27,47,0,Positive
REP-021,Rahul Shetty,TER-08,HCP-0208,Sample Drop,2024-01-27,33,14,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0357,Sample Drop,2024-01-27,28,11,Declined Meeting
REP-045,Mohan Narayan,TER-18,HCP-0447,Phone Call,2024-01-27,22,0,Neutral
REP-004,Neha Gupta,TER-02,HCP-0057,Virtual Meeting,2024-01-27,29,0,Neutral
REP-011,Arun Rao,TER-04,HCP-0103,Visit,2024-01-27,46,0,Positive
REP-047,Gopal Srivastava,TER-19,HCP-0464,Virtual Meeting,2024-01-27,39,0,Positive
REP-033,Ajay Sen,TER-14,HCP-0345,Visit,2024-01-27,38,4,Neutral
REP-004,Neha Gupta,TER-02,HCP-0067,Virtual Meeting,2024-01-27,35,0,Positive
REP-031,Harsh Mukherjee,TER-13,HCP-0337,Visit,2024-01-27,50,7,Neutral
REP-043,Arjun Subramaniam,TER-17,HCP-0428,Conference,2024-01-27,27,0,Declined Meeting
REP-030,Rashmi Bose,TER-12,HCP-0311,Phone Call,2024-01-27,38,0,Positive
REP-029,Siddharth Chopra,TER-12,HCP-0301,Conference,2024-01-27,22,0,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0280,Visit,2024-01-27,48,11,Positive
REP-003,Amit Kumar,TER-01,HCP-0022,Conference,2024-01-27,70,0,Positive
REP-039,Pradeep Shah,TER-16,HCP-0411,Conference,2024-01-27,44,0,Positive
REP-040,Bhavna Thakur,TER-16,HCP-0410,Visit,2024-01-27,21,7,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0167,Phone Call,2024-01-27,30,0,Neutral
REP-003,Amit Kumar,TER-01,HCP-0012,Phone Call,2024-01-27,60,0,Positive
REP-036,Tanvi Patil,TER-15,HCP-0369,Conference,2024-01-29,54,0,Positive
REP-032,Aparna Chatterjee,TER-13,HCP-0320,Phone Call,2024-01-29,17,0,Positive
REP-009,Deepak Joshi,TER-03,HCP-0076,Visit,2024-01-29,23,10,Follow-up Required
REP-019,Vivek Kulkarni,TER-07,HCP-0186,Visit,2024-01-29,11,7,No Show
REP-050,Lakshmi Pillai,TER-20,HCP-0498,Phone Call,2024-01-29,29,0,Positive
REP-030,Rashmi Bose,TER-12,HCP-0311,Visit,2024-01-29,47,2,No Show
REP-049,Tarun Agarwal,TER-20,HCP-0495,Virtual Meeting,2024-01-29,73,0,Positive
REP-023,Pranav Tiwari,TER-09,HCP-0227,Phone Call,2024-01-29,36,0,Declined Meeting
REP-007,Sanjay Verma,TER-03,HCP-0072,Visit,2024-01-29,29,11,Neutral
REP-011,Arun Rao,TER-04,HCP-0115,Visit,2024-01-29,25,5,Positive
REP-031,Harsh Mukherjee,TER-13,HCP-0320,Visit,2024-01-29,40,11,Neutral
REP-046,Isha Prasad,TER-19,HCP-0475,Phone Call,2024-01-29,27,0,Positive
REP-012,Pooja Iyer,TER-04,HCP-0116,Phone Call,2024-01-29,57,0,Positive
REP-002,Priya Patel,TER-01,HCP-0026,Sample Drop,2024-01-29,39,10,Positive
REP-027,Kiran Malhotra,TER-11,HCP-0282,Phone Call,2024-01-29,35,0,Follow-up Required
REP-019,Vivek Kulkarni,TER-07,HCP-0186,Virtual Meeting,2024-01-29,40,0,Neutral
REP-017,Anand Yadav,TER-06,HCP-0163,Phone Call,2024-01-29,36,0,Declined Meeting
REP-027,Kiran Malhotra,TER-11,HCP-0281,Phone Call,2024-01-29,31,0,Neutral
REP-026,Shruti Saxena,TER-10,HCP-0243,Sample Drop,2024-01-29,35,1,Neutral
REP-049,Tarun Agarwal,TER-20,HCP-0491,Phone Call,2024-01-30,39,0,Positive
REP-024,Komal Dubey,TER-09,HCP-0232,Phone Call,2024-01-30,22,0,Neutral
REP-032,Aparna Chatterjee,TER-13,HCP-0342,Conference,2024-01-30,50,0,Positive
REP-039,Pradeep Shah,TER-16,HCP-0401,Sample Drop,2024-01-30,60,11,Positive
REP-038,Smita Jain,TER-16,HCP-0398,Visit,2024-01-30,27,7,Positive
REP-048,Kalpana Khanna,TER-20,HCP-0500,Phone Call,2024-01-30,38,0,No Show
REP-003,Amit Kumar,TER-01,HCP-0019,Visit,2024-01-30,48,15,Follow-up Required
REP-011,Arun Rao,TER-04,HCP-0104,Virtual Meeting,2024-01-30,21,0,Positive
REP-013,Rohit Banerjee,TER-05,HCP-0143,Phone Call,2024-01-30,24,0,Declined Meeting
REP-026,Shruti Saxena,TER-10,HCP-0256,Virtual Meeting,2024-01-30,49,0,Positive
REP-015,Nikhil Mishra,TER-06,HCP-0168,Sample Drop,2024-01-30,43,14,Positive
REP-020,Sneha Deshmukh,TER-08,HCP-0211,Virtual Meeting,2024-01-30,53,0,Positive
REP-044,Heena Venkatesh,TER-18,HCP-0441,Conference,2024-01-30,43,0,No Show
REP-015,Nikhil Mishra,TER-06,HCP-0168,Visit,2024-01-30,62,2,Positive
REP-037,Naveen Deshpande,TER-15,HCP-0388,Visit,2024-01-30,53,3,Declined Meeting
REP-021,Rahul Shetty,TER-08,HCP-0196,Phone Call,2024-01-30,60,0,Positive
REP-035,Ravi Ghosh,TER-14,HCP-0352,Conference,2024-01-30,32,0,Neutral
REP-034,Varsha Roy,TER-14,HCP-0352,Conference,2024-01-30,29,0,Positive
REP-033,Ajay Sen,TER-14,HCP-0345,Sample Drop,2024-01-30,38,5,Positive
REP-026,Shruti Saxena,TER-10,HCP-0261,Phone Call,2024-01-30,58,0,Neutral
REP-043,Arjun Subramaniam,TER-17,HCP-0419,Virtual Meeting,2024-01-30,37,0,Positive
REP-012,Pooja Iyer,TER-04,HCP-0104,Phone Call,2024-01-30,28,0,Positive
REP-046,Isha Prasad,TER-19,HCP-0479,Virtual Meeting,2024-01-30,40,0,Neutral
REP-034,Varsha Roy,TER-14,HCP-0352,Conference,2024-01-30,36,0,Declined Meeting
REP-003,Amit Kumar,TER-01,HCP-0017,Phone Call,2024-01-30,61,0,Positive
REP-004,Neha Gupta,TER-02,HCP-0055,Phone Call,2024-01-30,65,0,Positive
REP-014,Meera Das,TER-05,HCP-0149,Visit,2024-01-30,37,6,Positive
REP-049,Tarun Agarwal,TER-20,HCP-0493,Visit,2024-01-31,59,3,Positive
REP-039,Pradeep Shah,TER-16,HCP-0404,Phone Call,2024-01-31,37,0,Positive
REP-050,Lakshmi Pillai,TER-20,HCP-0483,Sample Drop,2024-01-31,68,2,Positive
REP-037,Naveen Deshpande,TER-15,HCP-0374,Visit,2024-01-31,40,1,Positive
REP-028,Pallavi Kapoor,TER-11,HCP-0288,Conference,2024-01-31,13,0,Follow-up Required
REP-036,Tanvi Patil,TER-15,HCP-0368,Conference,2024-01-31,45,0,Positive
REP-006,Sunita Reddy,TER-02,HCP-0056,Visit,2024-01-31,55,12,Positive
REP-007,Sanjay Verma,TER-03,HCP-0079,Visit,2024-01-31,38,3,Positive
REP-042,Chitra Krishnan,TER-17,HCP-0418,Visit,2024-01-31,53,7,Follow-up Required
REP-035,Ravi Ghosh,TER-14,HCP-0351,Phone Call,2024-01-31,21,0,No Show
